Median Household Income 
Population Reference Bureau prb.org
"Sources: U.S. Census Bureau, Decennial Census and American Community Survey ."

FIPS,Name,Type,TimeFrame,Data
01,Alabama,State,1999,50379
01,Alabama,State,2006-2010,47413
01,Alabama,State,2013-2017,46472
02,Alaska,State,1999,76113
02,Alaska,State,2006-2010,74950
02,Alaska,State,2013-2017,76114
04,Arizona,State,1999,59859
04,Arizona,State,2006-2010,56841
04,Arizona,State,2013-2017,53510
05,Arkansas,State,1999,47497
05,Arkansas,State,2006-2010,44243
05,Arkansas,State,2013-2017,43813
06,California,State,1999,70094
06,California,State,2006-2010,68598
06,California,State,2013-2017,67169
08,Colorado,State,1999,69666
08,Colorado,State,2006-2010,63610
08,Colorado,State,2013-2017,65458
09,Connecticut,State,1999,79602
09,Connecticut,State,2006-2010,76324
09,Connecticut,State,2013-2017,73781
10,Delaware,State,1999,69929
10,Delaware,State,2006-2010,64898
10,Delaware,State,2013-2017,63036
11,District of Columbia,State,1999,59223
11,District of Columbia,State,2006-2010,65942
11,District of Columbia,State,2013-2017,77649
12,Florida,State,1999,57292
12,Florida,State,2006-2010,53700
12,Florida,State,2013-2017,50883
13,Georgia,State,1999,62626
13,Georgia,State,2006-2010,55600
13,Georgia,State,2013-2017,52977
15,Hawaii,State,1999,73528
15,Hawaii,State,2006-2010,74837
15,Hawaii,State,2013-2017,74923
16,Idaho,State,1999,55452
16,Idaho,State,2006-2010,52306
16,Idaho,State,2013-2017,50985
17,Illinois,State,1999,68761
17,Illinois,State,2006-2010,62798
17,Illinois,State,2013-2017,61229
18,Indiana,State,1999,61348
18,Indiana,State,2006-2010,53741
18,Indiana,State,2013-2017,52182
19,Iowa,State,1999,58251
19,Iowa,State,2006-2010,55065
19,Iowa,State,2013-2017,56570
20,Kansas,State,1999,59956
20,Kansas,State,2006-2010,55687
20,Kansas,State,2013-2017,55477
21,Kentucky,State,1999,49696
21,Kentucky,State,2006-2010,46844
21,Kentucky,State,2013-2017,46535
22,Louisiana,State,1999,48063
22,Louisiana,State,2006-2010,48950
22,Louisiana,State,2013-2017,46710
23,Maine,State,1999,54962
23,Maine,State,2006-2010,52880
23,Maine,State,2013-2017,53024
24,Maryland,State,1999,78027
24,Maryland,State,2006-2010,79599
24,Maryland,State,2013-2017,78916
25,Massachusetts,State,1999,74535
25,Massachusetts,State,2006-2010,72683
25,Massachusetts,State,2013-2017,74167
26,Michigan,State,1999,65923
26,Michigan,State,2006-2010,54569
26,Michigan,State,2013-2017,52668
27,Minnesota,State,1999,69530
27,Minnesota,State,2006-2010,64497
27,Minnesota,State,2013-2017,65699
28,Mississippi,State,1999,46239
28,Mississippi,State,2006-2010,42681
28,Mississippi,State,2013-2017,42009
29,Missouri,State,1999,55986
29,Missouri,State,2006-2010,52124
29,Missouri,State,2013-2017,51542
30,Montana,State,1999,48739
30,Montana,State,2006-2010,49431
30,Montana,State,2013-2017,50801
31,Nebraska,State,1999,57928
31,Nebraska,State,2006-2010,55594
31,Nebraska,State,2013-2017,56675
32,Nevada,State,1999,65796
32,Nevada,State,2006-2010,62787
32,Nevada,State,2013-2017,55434
33,New Hampshire,State,1999,73007
33,New Hampshire,State,2006-2010,71295
33,New Hampshire,State,2013-2017,71305
34,New Jersey,State,1999,81389
34,New Jersey,State,2006-2010,78657
34,New Jersey,State,2013-2017,76475
35,New Mexico,State,1999,50376
35,New Mexico,State,2006-2010,49373
35,New Mexico,State,2013-2017,46718
36,New York,State,1999,64043
36,New York,State,2006-2010,62649
36,New York,State,2013-2017,62765
37,North Carolina,State,1999,57831
37,North Carolina,State,2006-2010,51344
37,North Carolina,State,2013-2017,50320
38,North Dakota,State,1999,51071
38,North Dakota,State,2006-2010,52709
38,North Dakota,State,2013-2017,61285
39,Ohio,State,1999,60446
39,Ohio,State,2006-2010,53359
39,Ohio,State,2013-2017,52407
40,Oklahoma,State,1999,49294
40,Oklahoma,State,2006-2010,48425
40,Oklahoma,State,2013-2017,49767
41,Oregon,State,1999,60387
41,Oregon,State,2006-2010,55502
41,Oregon,State,2013-2017,56119
42,Pennsylvania,State,1999,59192
42,Pennsylvania,State,2006-2010,56784
42,Pennsylvania,State,2013-2017,56951
44,Rhode Island,State,1999,62120
44,Rhode Island,State,2006-2010,61859
44,Rhode Island,State,2013-2017,61043
45,South Carolina,State,1999,54729
45,South Carolina,State,2006-2010,49507
45,South Carolina,State,2013-2017,48781
46,South Dakota,State,1999,52072
46,South Dakota,State,2006-2010,52245
46,South Dakota,State,2013-2017,54126
47,Tennessee,State,1999,53663
47,Tennessee,State,2006-2010,48803
47,Tennessee,State,2013-2017,48708
48,Texas,State,1999,58927
48,Texas,State,2006-2010,55937
48,Texas,State,2013-2017,57051
49,Utah,State,1999,67486
49,Utah,State,2006-2010,63468
49,Utah,State,2013-2017,65325
50,Vermont,State,1999,60299
50,Vermont,State,2006-2010,58410
50,Vermont,State,2013-2017,57808
51,Virginia,State,1999,68890
51,Virginia,State,2006-2010,69187
51,Virginia,State,2013-2017,68766
53,Washington,State,1999,67560
53,Washington,State,2006-2010,64498
53,Washington,State,2013-2017,66174
54,West Virginia,State,1999,43828
54,West Virginia,State,2006-2010,43243
54,West Virginia,State,2013-2017,44061
55,Wisconsin,State,1999,64630
55,Wisconsin,State,2006-2010,58136
55,Wisconsin,State,2013-2017,56759
56,Wyoming,State,1999,55924
56,Wyoming,State,2006-2010,60620
56,Wyoming,State,2013-2017,60938
01001,Autauga County,County,1999,62006
01001,Autauga County,County,2006-2010,60003
01001,Autauga County,County,2013-2017,55317
01003,Baldwin County,County,1999,59404
01003,Baldwin County,County,2006-2010,56501
01003,Baldwin County,County,2013-2017,52562
01005,Barbour County,County,1999,37046
01005,Barbour County,County,2006-2010,37428
01005,Barbour County,County,2013-2017,33368
01007,Bibb County,County,1999,46372
01007,Bibb County,County,2006-2010,47063
01007,Bibb County,County,2013-2017,43404
01009,Blount County,County,1999,52011
01009,Blount County,County,2006-2010,51321
01009,Blount County,County,2013-2017,47412
01011,Bullock County,County,1999,30410
01011,Bullock County,County,2006-2010,n/a
01011,Bullock County,County,2013-2017,n/a
01013,Butler County,County,1999,36589
01013,Butler County,County,2006-2010,34544
01013,Butler County,County,2013-2017,36326
01015,Calhoun County,County,1999,46886
01015,Calhoun County,County,2006-2010,43274
01015,Calhoun County,County,2013-2017,43686
01017,Chambers County,County,1999,43785
01017,Chambers County,County,2006-2010,35454
01017,Chambers County,County,2013-2017,37342
01019,Cherokee County,County,1999,45566
01019,Cherokee County,County,2006-2010,45846
01019,Cherokee County,County,2013-2017,40041
01021,Chilton County,County,1999,48096
01021,Chilton County,County,2006-2010,44490
01021,Chilton County,County,2013-2017,43501
01023,Choctaw County,County,1999,36527
01023,Choctaw County,County,2006-2010,35014
01023,Choctaw County,County,2013-2017,32122
01025,Clarke County,County,1999,40421
01025,Clarke County,County,2006-2010,30916
01025,Clarke County,County,2013-2017,33827
01027,Clay County,County,1999,41155
01027,Clay County,County,2006-2010,40105
01027,Clay County,County,2013-2017,n/a
01029,Cleburne County,County,1999,45487
01029,Cleburne County,County,2006-2010,40649
01029,Cleburne County,County,2013-2017,37396
01031,Coffee County,County,1999,49684
01031,Coffee County,County,2006-2010,47607
01031,Coffee County,County,2013-2017,49821
01033,Colbert County,County,1999,47160
01033,Colbert County,County,2006-2010,44629
01033,Colbert County,County,2013-2017,45477
01035,Conecuh County,County,1999,32633
01035,Conecuh County,County,2006-2010,30358
01035,Conecuh County,County,2013-2017,30434
01037,Coosa County,County,1999,44089
01037,Coosa County,County,2006-2010,40066
01037,Coosa County,County,2013-2017,34792
01039,Covington County,County,1999,38869
01039,Covington County,County,2006-2010,38142
01039,Covington County,County,2013-2017,39467
01041,Crenshaw County,County,1999,38453
01041,Crenshaw County,County,2006-2010,39593
01041,Crenshaw County,County,2013-2017,38937
01043,Cullman County,County,1999,47606
01043,Cullman County,County,2006-2010,43454
01043,Cullman County,County,2013-2017,40997
01045,Dale County,County,1999,47225
01045,Dale County,County,2006-2010,48847
01045,Dale County,County,2013-2017,44711
01047,Dallas County,County,1999,34491
01047,Dallas County,County,2006-2010,29327
01047,Dallas County,County,2013-2017,30065
01049,DeKalb County,County,1999,44479
01049,DeKalb County,County,2006-2010,39508
01049,DeKalb County,County,2013-2017,38842
01051,Elmore County,County,1999,60870
01051,Elmore County,County,2006-2010,59860
01051,Elmore County,County,2013-2017,54981
01053,Escambia County,County,1999,41795
01053,Escambia County,County,2006-2010,35973
01053,Escambia County,County,2013-2017,35026
01055,Etowah County,County,1999,46003
01055,Etowah County,County,2006-2010,41037
01055,Etowah County,County,2013-2017,42064
01057,Fayette County,County,1999,42120
01057,Fayette County,County,2006-2010,38939
01057,Fayette County,County,2013-2017,36541
01059,Franklin County,County,1999,40110
01059,Franklin County,County,2006-2010,38243
01059,Franklin County,County,2013-2017,39501
01061,Geneva County,County,1999,39034
01061,Geneva County,County,2006-2010,38466
01061,Geneva County,County,2013-2017,39293
01063,Greene County,County,1999,29250
01063,Greene County,County,2006-2010,n/a
01063,Greene County,County,2013-2017,n/a
01065,Hale County,County,1999,38088
01065,Hale County,County,2006-2010,33012
01065,Hale County,County,2013-2017,34679
01067,Henry County,County,1999,44797
01067,Henry County,County,2006-2010,43242
01067,Henry County,County,2013-2017,45569
01069,Houston County,County,1999,50816
01069,Houston County,County,2006-2010,46220
01069,Houston County,County,2013-2017,42803
01071,Jackson County,County,1999,47258
01071,Jackson County,County,2006-2010,40913
01071,Jackson County,County,2013-2017,39281
01073,Jefferson County,County,1999,54413
01073,Jefferson County,County,2006-2010,50977
01073,Jefferson County,County,2013-2017,49321
01075,Lamar County,County,1999,41412
01075,Lamar County,County,2006-2010,38181
01075,Lamar County,County,2013-2017,36016
01077,Lauderdale County,County,1999,49226
01077,Lauderdale County,County,2006-2010,44331
01077,Lauderdale County,County,2013-2017,44888
01079,Lawrence County,County,1999,46563
01079,Lawrence County,County,2006-2010,45650
01079,Lawrence County,County,2013-2017,43779
01081,Lee County,County,1999,45681
01081,Lee County,County,2006-2010,46076
01081,Lee County,County,2013-2017,47564
01083,Limestone County,County,1999,55205
01083,Limestone County,County,2006-2010,52597
01083,Limestone County,County,2013-2017,52831
01085,Lowndes County,County,1999,34019
01085,Lowndes County,County,2006-2010,33479
01085,Lowndes County,County,2013-2017,29785
01087,Macon County,County,1999,31259
01087,Macon County,County,2006-2010,31034
01087,Macon County,County,2013-2017,32308
01089,Madison County,County,1999,65978
01089,Madison County,County,2006-2010,62928
01089,Madison County,County,2013-2017,61318
01091,Marengo County,County,1999,39886
01091,Marengo County,County,2006-2010,37114
01091,Marengo County,County,2013-2017,32255
01093,Marion County,County,1999,40550
01093,Marion County,County,2006-2010,36921
01093,Marion County,County,2013-2017,35719
01095,Marshall County,County,1999,47475
01095,Marshall County,County,2006-2010,42433
01095,Marshall County,County,2013-2017,41104
01097,Mobile County,County,1999,49752
01097,Mobile County,County,2006-2010,46191
01097,Mobile County,County,2013-2017,45802
01099,Monroe County,County,1999,42938
01099,Monroe County,County,2006-2010,34066
01099,Monroe County,County,2013-2017,26036
01101,Montgomery County,County,1999,53076
01101,Montgomery County,County,2006-2010,49266
01101,Montgomery County,County,2013-2017,46545
01103,Morgan County,County,1999,55793
01103,Morgan County,County,2006-2010,49969
01103,Morgan County,County,2013-2017,47529
01105,Perry County,County,1999,29813
01105,Perry County,County,2006-2010,n/a
01105,Perry County,County,2013-2017,n/a
01107,Pickens County,County,1999,38748
01107,Pickens County,County,2006-2010,31864
01107,Pickens County,County,2013-2017,36220
01109,Pike County,County,1999,37710
01109,Pike County,County,2006-2010,32879
01109,Pike County,County,2013-2017,35684
01111,Randolph County,County,1999,42321
01111,Randolph County,County,2006-2010,38977
01111,Randolph County,County,2013-2017,39485
01113,Russell County,County,1999,40575
01113,Russell County,County,2006-2010,36597
01113,Russell County,County,2013-2017,38988
01115,St. Clair County,County,1999,55028
01115,St. Clair County,County,2006-2010,55025
01115,St. Clair County,County,2013-2017,53483
01117,Shelby County,County,1999,81823
01117,Shelby County,County,2006-2010,77045
01117,Shelby County,County,2013-2017,74063
01119,Sumter County,County,1999,27910
01119,Sumter County,County,2006-2010,28549
01119,Sumter County,County,2013-2017,21663
01121,Talladega County,County,1999,46679
01121,Talladega County,County,2006-2010,41630
01121,Talladega County,County,2013-2017,39219
01123,Tallapoosa County,County,1999,45376
01123,Tallapoosa County,County,2006-2010,41580
01123,Tallapoosa County,County,2013-2017,42181
01125,Tuscaloosa County,County,1999,50823
01125,Tuscaloosa County,County,2006-2010,47673
01125,Tuscaloosa County,County,2013-2017,50513
01127,Walker County,County,1999,42913
01127,Walker County,County,2006-2010,41904
01127,Walker County,County,2013-2017,38872
01129,Washington County,County,1999,45479
01129,Washington County,County,2006-2010,41047
01129,Washington County,County,2013-2017,42185
01131,Wilcox County,County,1999,24567
01131,Wilcox County,County,2006-2010,26468
01131,Wilcox County,County,2013-2017,27012
01133,Winston County,County,1999,41967
01133,Winston County,County,2006-2010,37953
01133,Winston County,County,2013-2017,35362
02013,Aleutians East Borough,County,1999,70658
02013,Aleutians East Borough,County,2006-2010,n/a
02013,Aleutians East Borough,County,2013-2017,66607
02016,Aleutians West Census Area,County,1999,90628
02016,Aleutians West Census Area,County,2006-2010,82157
02016,Aleutians West Census Area,County,2013-2017,85192
02020,Anchorage Municipality,County,1999,81979
02020,Anchorage Municipality,County,2006-2010,82255
02020,Anchorage Municipality,County,2013-2017,82271
02050,Bethel Census Area,County,1999,52690
02050,Bethel Census Area,County,2006-2010,58830
02050,Bethel Census Area,County,2013-2017,53853
02060,Bristol Bay Borough,County,1999,76992
02060,Bristol Bay Borough,County,2006-2010,n/a
02060,Bristol Bay Borough,County,2013-2017,79500
02068,Denali Borough,County,1999,79187
02068,Denali Borough,County,2006-2010,n/a
02068,Denali Borough,County,2013-2017,83295
02070,Dillingham Census Area,County,1999,63579
02070,Dillingham Census Area,County,2006-2010,68504
02070,Dillingham Census Area,County,2013-2017,58708
02090,Fairbanks North Star Borough,County,1999,72430
02090,Fairbanks North Star Borough,County,2006-2010,75037
02090,Fairbanks North Star Borough,County,2013-2017,76250
02100,Haines Borough,County,1999,60175
02100,Haines Borough,County,2006-2010,54061
02100,Haines Borough,County,2013-2017,n/a
02105,Hoonah-Angoon Census Area,County,1999,n/a
02105,Hoonah-Angoon Census Area,County,2006-2010,n/a
02105,Hoonah-Angoon Census Area,County,2013-2017,57900
02110,Juneau City and Borough,County,1999,91555
02110,Juneau City and Borough,County,2006-2010,85086
02110,Juneau City and Borough,County,2013-2017,90749
02122,Kenai Peninsula Borough,County,1999,68476
02122,Kenai Peninsula Borough,County,2006-2010,64734
02122,Kenai Peninsula Borough,County,2013-2017,65279
02130,Ketchikan Gateway Borough,County,1999,75778
02130,Ketchikan Gateway Borough,County,2006-2010,69513
02130,Ketchikan Gateway Borough,County,2013-2017,67321
02150,Kodiak Island Borough,County,1999,80636
02150,Kodiak Island Borough,County,2006-2010,68477
02150,Kodiak Island Borough,County,2013-2017,74167
02158,Kusilvak Census Area,County,1999,44548
02158,Kusilvak Census Area,County,2006-2010,42765
02158,Kusilvak Census Area,County,2013-2017,36468
02164,Lake and Peninsula Borough,County,1999,53784
02164,Lake and Peninsula Borough,County,2006-2010,n/a
02164,Lake and Peninsula Borough,County,2013-2017,45208
02170,Matanuska-Susitna Borough,County,1999,75596
02170,Matanuska-Susitna Borough,County,2006-2010,76282
02170,Matanuska-Susitna Borough,County,2013-2017,74887
02180,Nome Census Area,County,1999,60880
02180,Nome Census Area,County,2006-2010,60729
02180,Nome Census Area,County,2013-2017,53821
02185,North Slope Borough,County,1999,93236
02185,North Slope Borough,County,2006-2010,77199
02185,North Slope Borough,County,2013-2017,77266
02188,Northwest Arctic Borough,County,1999,67855
02188,Northwest Arctic Borough,County,2006-2010,62214
02188,Northwest Arctic Borough,County,2013-2017,61533
02195,Petersburg Borough,County,1999,n/a
02195,Petersburg Borough,County,2006-2010,70214
02195,Petersburg Borough,County,2013-2017,63490
02198,Prince of Wales-Hyder Census Area,County,1999,n/a
02198,Prince of Wales-Hyder Census Area,County,2006-2010,51522
02198,Prince of Wales-Hyder Census Area,County,2013-2017,52114
02220,Sitka City and Borough,County,1999,76600
02220,Sitka City and Borough,County,2006-2010,69883
02220,Sitka City and Borough,County,2013-2017,70765
02230,Skagway Municipality,County,1999,n/a
02230,Skagway Municipality,County,2006-2010,82814
02230,Skagway Municipality,County,2013-2017,70673
02240,Southeast Fairbanks Census Area,County,1999,57229
02240,Southeast Fairbanks Census Area,County,2006-2010,67148
02240,Southeast Fairbanks Census Area,County,2013-2017,63866
02261,Valdez-Cordova Census Area,County,1999,71925
02261,Valdez-Cordova Census Area,County,2006-2010,68035
02261,Valdez-Cordova Census Area,County,2013-2017,86019
02275,Wrangell City and Borough,County,1999,n/a
02275,Wrangell City and Borough,County,2006-2010,56774
02275,Wrangell City and Borough,County,2013-2017,56094
02282,Yakutat City and Borough,County,1999,69050
02282,Yakutat City and Borough,County,2006-2010,n/a
02282,Yakutat City and Borough,County,2013-2017,n/a
02290,Yukon-Koyukuk Census Area,County,1999,42308
02290,Yukon-Koyukuk Census Area,County,2006-2010,37984
02290,Yukon-Koyukuk Census Area,County,2013-2017,37819
04001,Apache County,County,1999,34453
04001,Apache County,County,2006-2010,34009
04001,Apache County,County,2013-2017,32360
04003,Cochise County,County,1999,47383
04003,Cochise County,County,2006-2010,50563
04003,Cochise County,County,2013-2017,47847
04005,Coconino County,County,1999,56461
04005,Coconino County,County,2006-2010,55784
04005,Coconino County,County,2013-2017,53523
04007,Gila County,County,1999,45630
04007,Gila County,County,2006-2010,42342
04007,Gila County,County,2013-2017,41179
04009,Graham County,County,1999,43786
04009,Graham County,County,2006-2010,46965
04009,Graham County,County,2013-2017,48173
04011,Greenlee County,County,1999,58126
04011,Greenlee County,County,2006-2010,54867
04011,Greenlee County,County,2013-2017,56298
04012,La Paz County,County,1999,38135
04012,La Paz County,County,2006-2010,36221
04012,La Paz County,County,2013-2017,36479
04013,Maricopa County,County,1999,66943
04013,Maricopa County,County,2006-2010,62030
04013,Maricopa County,County,2013-2017,58580
04015,Mohave County,County,1999,46521
04015,Mohave County,County,2006-2010,44826
04015,Mohave County,County,2013-2017,41567
04017,Navajo County,County,1999,42164
04017,Navajo County,County,2006-2010,44814
04017,Navajo County,County,2013-2017,38798
04019,Pima County,County,1999,54250
04019,Pima County,County,2006-2010,51289
04019,Pima County,County,2013-2017,48676
04021,Pinal County,County,1999,52919
04021,Pinal County,County,2006-2010,57812
04021,Pinal County,County,2013-2017,52628
04023,Santa Cruz County,County,1999,43848
04023,Santa Cruz County,County,2006-2010,41147
04023,Santa Cruz County,County,2013-2017,39630
04025,Yavapai County,County,1999,51510
04025,Yavapai County,County,2006-2010,48776
04025,Yavapai County,County,2013-2017,48259
04027,Yuma County,County,1999,47497
04027,Yuma County,County,2006-2010,45452
04027,Yuma County,County,2013-2017,43253
05001,Arkansas County,County,1999,44743
05001,Arkansas County,County,2006-2010,41948
05001,Arkansas County,County,2013-2017,38532
05003,Ashley County,County,1999,46871
05003,Ashley County,County,2006-2010,39361
05003,Ashley County,County,2013-2017,36407
05005,Baxter County,County,1999,42957
05005,Baxter County,County,2006-2010,40118
05005,Baxter County,County,2013-2017,40072
05007,Benton County,County,1999,59450
05007,Benton County,County,2006-2010,56825
05007,Benton County,County,2013-2017,61271
05009,Boone County,County,1999,44259
05009,Boone County,County,2006-2010,41663
05009,Boone County,County,2013-2017,40727
05011,Bradley County,County,1999,36633
05011,Bradley County,County,2006-2010,33698
05011,Bradley County,County,2013-2017,36310
05013,Calhoun County,County,1999,41971
05013,Calhoun County,County,2006-2010,36562
05013,Calhoun County,County,2013-2017,37225
05015,Carroll County,County,1999,41212
05015,Carroll County,County,2006-2010,38573
05015,Carroll County,County,2013-2017,39686
05017,Chicot County,County,1999,32505
05017,Chicot County,County,2006-2010,24423
05017,Chicot County,County,2013-2017,32412
05019,Clark County,County,1999,42572
05019,Clark County,County,2006-2010,36019
05019,Clark County,County,2013-2017,37144
05021,Clay County,County,1999,37406
05021,Clay County,County,2006-2010,32749
05021,Clay County,County,2013-2017,32219
05023,Cleburne County,County,1999,46536
05023,Cleburne County,County,2006-2010,40283
05023,Cleburne County,County,2013-2017,42312
05025,Cleveland County,County,1999,47826
05025,Cleveland County,County,2006-2010,n/a
05025,Cleveland County,County,2013-2017,44840
05027,Columbia County,County,1999,40793
05027,Columbia County,County,2006-2010,39602
05027,Columbia County,County,2013-2017,37072
05029,Conway County,County,1999,46061
05029,Conway County,County,2006-2010,36844
05029,Conway County,County,2013-2017,39638
05031,Craighead County,County,1999,47855
05031,Craighead County,County,2006-2010,44204
05031,Craighead County,County,2013-2017,45672
05033,Crawford County,County,1999,48514
05033,Crawford County,County,2006-2010,45291
05033,Crawford County,County,2013-2017,43504
05035,Crittenden County,County,1999,44437
05035,Crittenden County,County,2006-2010,37988
05035,Crittenden County,County,2013-2017,38558
05037,Cross County,County,1999,43335
05037,Cross County,County,2006-2010,41712
05037,Cross County,County,2013-2017,41081
05039,Dallas County,County,1999,39270
05039,Dallas County,County,2006-2010,33353
05039,Dallas County,County,2013-2017,35794
05041,Desha County,County,1999,35600
05041,Desha County,County,2006-2010,32732
05041,Desha County,County,2013-2017,27036
05043,Drew County,County,1999,42250
05043,Drew County,County,2006-2010,36684
05043,Drew County,County,2013-2017,36092
05045,Faulkner County,County,1999,56384
05045,Faulkner County,County,2006-2010,51026
05045,Faulkner County,County,2013-2017,50316
05047,Franklin County,County,1999,45528
05047,Franklin County,County,2006-2010,36127
05047,Franklin County,County,2013-2017,39472
05049,Fulton County,County,1999,37678
05049,Fulton County,County,2006-2010,34475
05049,Fulton County,County,2013-2017,36051
05051,Garland County,County,1999,46821
05051,Garland County,County,2006-2010,41513
05051,Garland County,County,2013-2017,41672
05053,Grant County,County,1999,54876
05053,Grant County,County,2006-2010,58126
05053,Grant County,County,2013-2017,49968
05055,Greene County,County,1999,45498
05055,Greene County,County,2006-2010,43051
05055,Greene County,County,2013-2017,45566
05057,Hempstead County,County,1999,42243
05057,Hempstead County,County,2006-2010,40233
05057,Hempstead County,County,2013-2017,38701
05059,Hot Spring County,County,1999,46554
05059,Hot Spring County,County,2006-2010,41858
05059,Hot Spring County,County,2013-2017,40626
05061,Howard County,County,1999,42356
05061,Howard County,County,2006-2010,38933
05061,Howard County,County,2013-2017,34851
05063,Independence County,County,1999,47110
05063,Independence County,County,2006-2010,39013
05063,Independence County,County,2013-2017,39945
05065,Izard County,County,1999,37886
05065,Izard County,County,2006-2010,35686
05065,Izard County,County,2013-2017,39135
05067,Jackson County,County,1999,37017
05067,Jackson County,County,2006-2010,n/a
05067,Jackson County,County,2013-2017,32783
05069,Jefferson County,County,1999,46235
05069,Jefferson County,County,2006-2010,40560
05069,Jefferson County,County,2013-2017,37630
05071,Johnson County,County,1999,41192
05071,Johnson County,County,2006-2010,34469
05071,Johnson County,County,2013-2017,35758
05073,Lafayette County,County,1999,36648
05073,Lafayette County,County,2006-2010,n/a
05073,Lafayette County,County,2013-2017,32500
05075,Lawrence County,County,1999,40054
05075,Lawrence County,County,2006-2010,34126
05075,Lawrence County,County,2013-2017,37603
05077,Lee County,County,1999,30270
05077,Lee County,County,2006-2010,n/a
05077,Lee County,County,2013-2017,27901
05079,Lincoln County,County,1999,43696
05079,Lincoln County,County,2006-2010,40265
05079,Lincoln County,County,2013-2017,n/a
05081,Little River County,County,1999,43416
05081,Little River County,County,2006-2010,37650
05081,Little River County,County,2013-2017,36963
05083,Logan County,County,1999,41832
05083,Logan County,County,2006-2010,42309
05083,Logan County,County,2013-2017,37982
05085,Lonoke County,County,1999,59499
05085,Lonoke County,County,2006-2010,57189
05085,Lonoke County,County,2013-2017,57290
05087,Madison County,County,1999,41170
05087,Madison County,County,2006-2010,41127
05087,Madison County,County,2013-2017,42894
05089,Marion County,County,1999,39461
05089,Marion County,County,2006-2010,38431
05089,Marion County,County,2013-2017,36113
05091,Miller County,County,1999,45680
05091,Miller County,County,2006-2010,45415
05091,Miller County,County,2013-2017,41862
05093,Mississippi County,County,1999,40556
05093,Mississippi County,County,2006-2010,37640
05093,Mississippi County,County,2013-2017,36417
05095,Monroe County,County,1999,33402
05095,Monroe County,County,2006-2010,33761
05095,Monroe County,County,2013-2017,31584
05097,Montgomery County,County,1999,41946
05097,Montgomery County,County,2006-2010,40229
05097,Montgomery County,County,2013-2017,35252
05099,Nevada County,County,1999,39793
05099,Nevada County,County,2006-2010,n/a
05099,Nevada County,County,2013-2017,36995
05101,Newton County,County,1999,36537
05101,Newton County,County,2006-2010,30918
05101,Newton County,County,2013-2017,38134
05103,Ouachita County,County,1999,43304
05103,Ouachita County,County,2006-2010,35220
05103,Ouachita County,County,2013-2017,32136
05105,Perry County,County,1999,45875
05105,Perry County,County,2006-2010,49164
05105,Perry County,County,2013-2017,46168
05107,Phillips County,County,1999,32810
05107,Phillips County,County,2006-2010,30828
05107,Phillips County,County,2013-2017,26652
05109,Pike County,County,1999,40874
05109,Pike County,County,2006-2010,36963
05109,Pike County,County,2013-2017,36893
05111,Poinsett County,County,1999,39196
05111,Poinsett County,County,2006-2010,36356
05111,Poinsett County,County,2013-2017,37487
05113,Polk County,County,1999,37163
05113,Polk County,County,2006-2010,36646
05113,Polk County,County,2013-2017,33870
05115,Pope County,County,1999,47330
05115,Pope County,County,2006-2010,44890
05115,Pope County,County,2013-2017,40668
05117,Prairie County,County,1999,44262
05117,Prairie County,County,2006-2010,39825
05117,Prairie County,County,2013-2017,41244
05119,Pulaski County,County,1999,56261
05119,Pulaski County,County,2006-2010,50839
05119,Pulaski County,County,2013-2017,48850
05121,Randolph County,County,1999,40709
05121,Randolph County,County,2006-2010,34052
05121,Randolph County,County,2013-2017,35930
05123,St. Francis County,County,1999,38588
05123,St. Francis County,County,2006-2010,30443
05123,St. Francis County,County,2013-2017,33102
05125,Saline County,County,1999,62827
05125,Saline County,County,2006-2010,58028
05125,Saline County,County,2013-2017,58985
05127,Scott County,County,1999,38981
05127,Scott County,County,2006-2010,41032
05127,Scott County,County,2013-2017,37396
05129,Searcy County,County,1999,31579
05129,Searcy County,County,2006-2010,32462
05129,Searcy County,County,2013-2017,36716
05131,Sebastian County,County,1999,50016
05131,Sebastian County,County,2006-2010,44485
05131,Sebastian County,County,2013-2017,40932
05133,Sevier County,County,1999,44489
05133,Sevier County,County,2006-2010,38740
05133,Sevier County,County,2013-2017,43675
05135,Sharp County,County,1999,37121
05135,Sharp County,County,2006-2010,35080
05135,Sharp County,County,2013-2017,31792
05137,Stone County,County,1999,32778
05137,Stone County,County,2006-2010,34230
05137,Stone County,County,2013-2017,33091
05139,Union County,County,1999,43994
05139,Union County,County,2006-2010,41085
05139,Union County,County,2013-2017,41106
05141,Van Buren County,County,1999,39855
05141,Van Buren County,County,2006-2010,36010
05141,Van Buren County,County,2013-2017,34428
05143,Washington County,County,1999,51200
05143,Washington County,County,2006-2010,47663
05143,Washington County,County,2013-2017,47452
05145,White County,County,1999,47528
05145,White County,County,2006-2010,44143
05145,White County,County,2013-2017,44074
05147,Woodruff County,County,1999,32615
05147,Woodruff County,County,2006-2010,30631
05147,Woodruff County,County,2013-2017,30097
05149,Yell County,County,1999,42677
05149,Yell County,County,2006-2010,41245
05149,Yell County,County,2013-2017,39696
06001,Alameda County,County,1999,82570
06001,Alameda County,County,2006-2010,78176
06001,Alameda County,County,2013-2017,85743
06003,Alpine County,County,1999,61802
06003,Alpine County,County,2006-2010,n/a
06003,Alpine County,County,2013-2017,63438
06005,Amador County,County,1999,62400
06005,Amador County,County,2006-2010,61697
06005,Amador County,County,2013-2017,60636
